Match Played,Teams,Group,Map,Groups Playing,Week,Day,Match No,Team Match No,Chicken Dinner,Placement,Kills,Total
1, Celtz,A,Erangel,A B C D,1,1,1,1,0,1,2,3
1, Crwl,B,Erangel,A B C D,1,1,1,1,0,8,3,11
1, Deadeyes,D,Erangel,A B C D,1,1,1,1,0,1,0,1
0, EX,E,Erangel,A B C D,1,1,1,0,0,0,0,0
1, Fnatic,D,Erangel,A B C D,1,1,1,1,0,2,5,7
0, GodLike,E,Erangel,A B C D,1,1,1,0,0,0,0,0
1, Hype,A,Erangel,A B C D,1,1,1,1,0,4,6,10
1, IND,D,Erangel,A B C D,1,1,1,1,0,7,5,12
1, Instinct,B,Erangel,A B C D,1,1,1,1,0,5,0,5
1, JyanMaara,C,Erangel,A B C D,1,1,1,1,0,14,1,15
1, Marcos,A,Erangel,A B C D,1,1,1,1,0,1,1,2
1, MegaStars,C,Erangel,A B C D,1,1,1,1,0,3,1,4
1, OR,D,Erangel,A B C D,1,1,1,1,0,1,0,1
0, PowerH,E,Erangel,A B C D,1,1,1,0,0,0,0,0
1, SGE,C,Erangel,A B C D,1,1,1,1,0,1,0,1
1, SouL,B,Erangel,A B C D,1,1,1,1,0,6,2,8
1, Tamilas,B,Erangel,A B C D,1,1,1,1,0,10,4,14
1, TSM Entity,A,Erangel,A B C D,1,1,1,1,1,20,19,39
1, Umumba Rxn,C,Erangel,A B C D,1,1,1,1,0,1,0,1
0, Xtreme,E,Erangel,A B C D,1,1,1,0,0,0,0,0
1, Celtz,A,Sanhok,A B C D,1,1,2,2,0,1,0,1
1, Crwl,B,Sanhok,A B C D,1,1,2,2,0,6,5,11
1, Deadeyes,D,Sanhok,A B C D,1,1,2,2,0,4,2,6
0, EX,E,Sanhok,A B C D,1,1,2,0,0,0,0,0
1, Fnatic,D,Sanhok,A B C D,1,1,2,2,0,2,0,2
0, GodLike,E,Sanhok,A B C D,1,1,2,0,0,0,0,0
1, Hype,A,Sanhok,A B C D,1,1,2,2,0,1,0,1
1, IND,D,Sanhok,A B C D,1,1,2,2,0,7,2,9
1, Instinct,B,Sanhok,A B C D,1,1,2,2,0,1,0,1
1, JyanMaara,C,Sanhok,A B C D,1,1,2,2,0,1,1,2
1, Marcos,A,Sanhok,A B C D,1,1,2,2,0,1,3,4
1, MegaStars,C,Sanhok,A B C D,1,1,2,2,0,1,1,2
1, OR,D,Sanhok,A B C D,1,1,2,2,0,5,4,9
0, PowerH,E,Sanhok,A B C D,1,1,2,0,0,0,0,0
1, SGE,C,Sanhok,A B C D,1,1,2,2,0,14,15,29
1, SouL,B,Sanhok,A B C D,1,1,2,2,1,20,15,35
1, Tamilas,B,Sanhok,A B C D,1,1,2,2,0,10,3,13
1, TSM Entity,A,Sanhok,A B C D,1,1,2,2,0,8,3,11
1, Umumba Rxn,C,Sanhok,A B C D,1,1,2,2,0,3,2,5
0, Xtreme,E,Sanhok,A B C D,1,1,2,0,0,0,0,0
1, Celtz,A,Miramar,A B C D,1,1,3,3,0,8,2,10
1, Crwl,B,Miramar,A B C D,1,1,3,3,0,5,2,7
1, Deadeyes,D,Miramar,A B C D,1,1,3,3,0,3,5,8
0, EX,E,Miramar,A B C D,1,1,3,0,0,0,0,0
1, Fnatic,D,Miramar,A B C D,1,1,3,3,0,14,10,24
0, GodLike,E,Miramar,A B C D,1,1,3,0,0,0,0,0
1, Hype,A,Miramar,A B C D,1,1,3,3,0,1,0,1
1, IND,D,Miramar,A B C D,1,1,3,3,0,10,7,17
1, Instinct,B,Miramar,A B C D,1,1,3,3,0,1,0,1
1, JyanMaara,C,Miramar,A B C D,1,1,3,3,0,4,3,7
1, Marcos,A,Miramar,A B C D,1,1,3,3,0,1,2,3
1, MegaStars,C,Miramar,A B C D,1,1,3,3,0,2,2,4
1, OR,D,Miramar,A B C D,1,1,3,3,0,1,2,3
0, PowerH,E,Miramar,A B C D,1,1,3,0,0,0,0,0
1, SGE,C,Miramar,A B C D,1,1,3,3,0,1,5,6
1, SouL,B,Miramar,A B C D,1,1,3,3,0,1,0,1
1, Tamilas,B,Miramar,A B C D,1,1,3,3,0,6,7,13
1, TSM Entity,A,Miramar,A B C D,1,1,3,3,0,7,2,9
1, Umumba Rxn,C,Miramar,A B C D,1,1,3,3,1,20,10,30
0, Xtreme,E,Miramar,A B C D,1,1,3,0,0,0,0,0
1, Celtz,A,Vikendi,A B C D,1,1,4,4,0,1,0,1
1, Crwl,B,Vikendi,A B C D,1,1,4,4,0,1,3,4
1, Deadeyes,D,Vikendi,A B C D,1,1,4,4,0,1,0,1
0, EX,E,Vikendi,A B C D,1,1,4,0,0,0,0,0
1, Fnatic,D,Vikendi,A B C D,1,1,4,4,1,20,7,27
0, GodLike,E,Vikendi,A B C D,1,1,4,0,0,0,0,0
1, Hype,A,Vikendi,A B C D,1,1,4,4,0,1,1,2
1, IND,D,Vikendi,A B C D,1,1,4,4,0,4,1,5
1, Instinct,B,Vikendi,A B C D,1,1,4,4,0,2,0,2
1, JyanMaara,C,Vikendi,A B C D,1,1,4,4,0,7,1,8
1, Marcos,A,Vikendi,A B C D,1,1,4,4,0,8,1,9
1, MegaStars,C,Vikendi,A B C D,1,1,4,4,0,6,5,11
1, OR,D,Vikendi,A B C D,1,1,4,4,0,3,3,6
0, PowerH,E,Vikendi,A B C D,1,1,4,0,0,0,0,0
1, SGE,C,Vikendi,A B C D,1,1,4,4,0,5,7,12
1, SouL,B,Vikendi,A B C D,1,1,4,4,0,1,1,2
1, Tamilas,B,Vikendi,A B C D,1,1,4,4,0,1,6,7
1, TSM Entity,A,Vikendi,A B C D,1,1,4,4,0,10,11,21
1, Umumba Rxn,C,Vikendi,A B C D,1,1,4,4,0,14,7,21
0, Xtreme,E,Vikendi,A B C D,1,1,4,0,0,0,0,0
1, Celtz,A,Sanhok,A C D E,1,1,5,5,0,1,1,2
0, Crwl,B,Sanhok,A C D E,1,1,5,4,0,0,0,0
1, Deadeyes,D,Sanhok,A C D E,1,1,5,5,0,1,0,1
1, EX,E,Sanhok,A C D E,1,1,5,1,0,2,5,7
1, Fnatic,D,Sanhok,A C D E,1,1,5,5,0,3,5,8
1, GodLike,E,Sanhok,A C D E,1,1,5,1,0,14,6,20
1, Hype,A,Sanhok,A C D E,1,1,5,5,0,5,0,5
1, IND,D,Sanhok,A C D E,1,1,5,5,0,6,2,8
0, Instinct,B,Sanhok,A C D E,1,1,5,4,0,0,0,0
1, JyanMaara,C,Sanhok,A C D E,1,1,5,5,0,7,5,12
1, Marcos,A,Sanhok,A C D E,1,1,5,5,0,1,6,7
1, MegaStars,C,Sanhok,A C D E,1,1,5,5,0,8,6,14
1, OR,D,Sanhok,A C D E,1,1,5,5,0,1,0,1
1, PowerH,E,Sanhok,A C D E,1,1,5,1,0,1,0,1
1, SGE,C,Sanhok,A C D E,1,1,5,5,0,4,8,12
0, SouL,B,Sanhok,A C D E,1,1,5,4,0,0,0,0
0, Tamilas,B,Sanhok,A C D E,1,1,5,4,0,0,0,0
1, TSM Entity,A,Sanhok,A C D E,1,1,5,5,0,10,7,17
1, Umumba Rxn,C,Sanhok,A C D E,1,1,5,5,0,1,0,1
1, Xtreme,E,Sanhok,A C D E,1,1,5,1,1,20,8,28
1, Celtz,A,Miramar,A C D E,1,2,6,6,0,3,1,4
0, Crwl,B,Miramar,A C D E,1,2,6,4,0,0,0,0
1, Deadeyes,D,Miramar,A C D E,1,2,6,6,0,1,1,2
1, EX,E,Miramar,A C D E,1,2,6,2,0,1,0,1
1, Fnatic,D,Miramar,A C D E,1,2,6,6,0,7,1,8
1, GodLike,E,Miramar,A C D E,1,2,6,2,1,20,7,27
1, Hype,A,Miramar,A C D E,1,2,6,6,0,1,1,2
1, IND,D,Miramar,A C D E,1,2,6,6,0,5,7,12
0, Instinct,B,Miramar,A C D E,1,2,6,4,0,0,0,0
1, JyanMaara,C,Miramar,A C D E,1,2,6,6,0,1,0,1
1, Marcos,A,Miramar,A C D E,1,2,6,6,0,2,4,6
1, MegaStars,C,Miramar,A C D E,1,2,6,6,0,4,3,7
1, OR,D,Miramar,A C D E,1,2,6,6,0,6,6,12
1, PowerH,E,Miramar,A C D E,1,2,6,2,0,8,4,12
1, SGE,C,Miramar,A C D E,1,2,6,6,0,1,0,1
0, SouL,B,Miramar,A C D E,1,2,6,4,0,0,0,0
0, Tamilas,B,Miramar,A C D E,1,2,6,4,0,0,0,0
1, TSM Entity,A,Miramar,A C D E,1,2,6,6,0,1,1,2
1, Umumba Rxn,C,Miramar,A C D E,1,2,6,6,0,14,8,22
1, Xtreme,E,Miramar,A C D E,1,2,6,2,0,10,9,19
1, Celtz,A,Vikendi,A C D E,1,2,7,7,0,6,5,11
0, Crwl,B,Vikendi,A C D E,1,2,7,4,0,0,0,0
1, Deadeyes,D,Vikendi,A C D E,1,2,7,7,0,4,3,7
1, EX,E,Vikendi,A C D E,1,2,7,3,0,8,2,10
1, Fnatic,D,Vikendi,A C D E,1,2,7,7,0,1,2,3
1, GodLike,E,Vikendi,A C D E,1,2,7,3,0,3,1,4
1, Hype,A,Vikendi,A C D E,1,2,7,7,0,1,2,3
1, IND,D,Vikendi,A C D E,1,2,7,7,0,7,9,16
0, Instinct,B,Vikendi,A C D E,1,2,7,4,0,0,0,0
1, JyanMaara,C,Vikendi,A C D E,1,2,7,7,0,1,1,2
1, Marcos,A,Vikendi,A C D E,1,2,7,7,0,1,2,3
1, MegaStars,C,Vikendi,A C D E,1,2,7,7,0,1,7,8
1, OR,D,Vikendi,A C D E,1,2,7,7,0,5,3,8
1, PowerH,E,Vikendi,A C D E,1,2,7,3,0,10,4,14
1, SGE,C,Vikendi,A C D E,1,2,7,7,0,1,0,1
0, SouL,B,Vikendi,A C D E,1,2,7,4,0,0,0,0
0, Tamilas,B,Vikendi,A C D E,1,2,7,4,0,0,0,0
1, TSM Entity,A,Vikendi,A C D E,1,2,7,7,0,14,3,17
1, Umumba Rxn,C,Vikendi,A C D E,1,2,7,7,1,20,6,26
1, Xtreme,E,Vikendi,A C D E,1,2,7,3,0,2,1,3
1, Celtz,A,Erangel,A C D E,1,2,8,8,1,20,5,25
0, Crwl,B,Erangel,A C D E,1,2,8,4,0,0,0,0
1, Deadeyes,D,Erangel,A C D E,1,2,8,8,0,4,0,4
1, EX,E,Erangel,A C D E,1,2,8,4,0,1,0,1
1, Fnatic,D,Erangel,A C D E,1,2,8,8,0,2,3,5
1, GodLike,E,Erangel,A C D E,1,2,8,4,0,8,3,11
1, Hype,A,Erangel,A C D E,1,2,8,8,0,10,8,18
1, IND,D,Erangel,A C D E,1,2,8,8,0,7,0,7
0, Instinct,B,Erangel,A C D E,1,2,8,4,0,0,0,0
1, JyanMaara,C,Erangel,A C D E,1,2,8,8,0,1,1,2
1, Marcos,A,Erangel,A C D E,1,2,8,8,0,1,3,4
1, MegaStars,C,Erangel,A C D E,1,2,8,8,0,1,5,6
1, OR,D,Erangel,A C D E,1,2,8,8,0,14,15,29
1, PowerH,E,Erangel,A C D E,1,2,8,4,0,5,3,8
1, SGE,C,Erangel,A C D E,1,2,8,8,0,3,1,4
0, SouL,B,Erangel,A C D E,1,2,8,4,0,0,0,0
0, Tamilas,B,Erangel,A C D E,1,2,8,4,0,0,0,0
1, TSM Entity,A,Erangel,A C D E,1,2,8,8,0,1,4,5
1, Umumba Rxn,C,Erangel,A C D E,1,2,8,8,0,6,3,9
1, Xtreme,E,Erangel,A C D E,1,2,8,4,0,1,2,3
0, Celtz,A,Miramar,B C D E,1,2,9,8,0,0,0,0
1, Crwl,B,Miramar,B C D E,1,2,9,5,0,1,3,4
1, Deadeyes,D,Miramar,B C D E,1,2,9,9,0,1,2,3
1, EX,E,Miramar,B C D E,1,2,9,5,0,10,8,18
1, Fnatic,D,Miramar,B C D E,1,2,9,9,0,3,0,3
1, GodLike,E,Miramar,B C D E,1,2,9,5,0,1,0,1
0, Hype,A,Miramar,B C D E,1,2,9,8,0,0,0,0
1, IND,D,Miramar,B C D E,1,2,9,9,0,7,2,9
1, Instinct,B,Miramar,B C D E,1,2,9,5,0,1,1,2
1, JyanMaara,C,Miramar,B C D E,1,2,9,9,0,5,2,7
0, Marcos,A,Miramar,B C D E,1,2,9,8,0,0,0,0
1, MegaStars,C,Miramar,B C D E,1,2,9,9,0,1,2,3
1, OR,D,Miramar,B C D E,1,2,9,9,0,14,7,21
1, PowerH,E,Miramar,B C D E,1,2,9,5,0,8,5,13
1, SGE,C,Miramar,B C D E,1,2,9,9,1,20,14,34
1, SouL,B,Miramar,B C D E,1,2,9,5,0,2,0,2
1, Tamilas,B,Miramar,B C D E,1,2,9,5,0,6,6,12
0, TSM Entity,A,Miramar,B C D E,1,2,9,8,0,0,0,0
1, Umumba Rxn,C,Miramar,B C D E,1,2,9,9,0,4,2,6
1, Xtreme,E,Miramar,B C D E,1,2,9,5,0,1,1,2
0, Celtz,A,Vikendi,B C D E,1,2,10,8,0,0,0,0
1, Crwl,B,Vikendi,B C D E,1,2,10,6,0,6,2,8
1, Deadeyes,D,Vikendi,B C D E,1,2,10,10,0,1,0,1
1, EX,E,Vikendi,B C D E,1,2,10,6,0,5,0,5
1, Fnatic,D,Vikendi,B C D E,1,2,10,10,0,1,0,1
1, GodLike,E,Vikendi,B C D E,1,2,10,6,0,4,5,9
0, Hype,A,Vikendi,B C D E,1,2,10,8,0,0,0,0
1, IND,D,Vikendi,B C D E,1,2,10,10,0,8,8,16
1, Instinct,B,Vikendi,B C D E,1,2,10,6,0,1,0,1
1, JyanMaara,C,Vikendi,B C D E,1,2,10,10,0,3,0,3
0, Marcos,A,Vikendi,B C D E,1,2,10,8,0,0,0,0
1, MegaStars,C,Vikendi,B C D E,1,2,10,10,0,1,1,2
1, OR,D,Vikendi,B C D E,1,2,10,10,0,10,5,15
1, PowerH,E,Vikendi,B C D E,1,2,10,6,1,20,12,32
1, SGE,C,Vikendi,B C D E,1,2,10,10,0,14,9,23
1, SouL,B,Vikendi,B C D E,1,2,10,6,0,1,3,4
1, Tamilas,B,Vikendi,B C D E,1,2,10,6,0,1,1,2
0, TSM Entity,A,Vikendi,B C D E,1,2,10,8,0,0,0,0
1, Umumba Rxn,C,Vikendi,B C D E,1,2,10,10,0,7,9,16
1, Xtreme,E,Vikendi,B C D E,1,2,10,6,0,2,0,2
0, Celtz,A,Erangel,B C D E,1,3,11,8,0,0,0,0
1, Crwl,B,Erangel,B C D E,1,3,11,7,0,10,2,12
1, Deadeyes,D,Erangel,B C D E,1,3,11,11,0,1,0,1
1, EX,E,Erangel,B C D E,1,3,11,7,0,1,4,5
1, Fnatic,D,Erangel,B C D E,1,3,11,11,0,14,8,22
1, GodLike,E,Erangel,B C D E,1,3,11,7,1,20,11,31
0, Hype,A,Erangel,B C D E,1,3,11,8,0,0,0,0
1, IND,D,Erangel,B C D E,1,3,11,11,0,1,0,1
1, Instinct,B,Erangel,B C D E,1,3,11,7,0,8,3,11
1, JyanMaara,C,Erangel,B C D E,1,3,11,11,0,1,0,1
0, Marcos,A,Erangel,B C D E,1,3,11,8,0,0,0,0
1, MegaStars,C,Erangel,B C D E,1,3,11,11,0,3,1,4
1, OR,D,Erangel,B C D E,1,3,11,11,0,7,9,16
1, PowerH,E,Erangel,B C D E,1,3,11,7,0,1,0,1
1, SGE,C,Erangel,B C D E,1,3,11,11,0,1,1,2
1, SouL,B,Erangel,B C D E,1,3,11,7,0,4,2,6
1, Tamilas,B,Erangel,B C D E,1,3,11,7,0,2,5,7
0, TSM Entity,A,Erangel,B C D E,1,3,11,8,0,0,0,0
1, Umumba Rxn,C,Erangel,B C D E,1,3,11,11,0,5,3,8
1, Xtreme,E,Erangel,B C D E,1,3,11,7,0,6,6,12
0, Celtz,A,Sanhok,B C D E,1,3,12,8,0,0,0,0
1, Crwl,B,Sanhok,B C D E,1,3,12,8,0,1,1,2
1, Deadeyes,D,Sanhok,B C D E,1,3,12,12,0,2,2,4
1, EX,E,Sanhok,B C D E,1,3,12,8,0,6,4,10
1, Fnatic,D,Sanhok,B C D E,1,3,12,12,0,10,5,15
1, GodLike,E,Sanhok,B C D E,1,3,12,8,0,1,1,2
0, Hype,A,Sanhok,B C D E,1,3,12,8,0,0,0,0
1, IND,D,Sanhok,B C D E,1,3,12,12,0,7,7,14
1, Instinct,B,Sanhok,B C D E,1,3,12,8,0,5,7,12
1, JyanMaara,C,Sanhok,B C D E,1,3,12,12,0,3,2,5
0, Marcos,A,Sanhok,B C D E,1,3,12,8,0,0,0,0
1, MegaStars,C,Sanhok,B C D E,1,3,12,12,0,14,6,20
1, OR,D,Sanhok,B C D E,1,3,12,12,1,20,9,29
1, PowerH,E,Sanhok,B C D E,1,3,12,8,0,8,0,8
1, SGE,C,Sanhok,B C D E,1,3,12,12,0,4,4,8
1, SouL,B,Sanhok,B C D E,1,3,12,8,0,1,0,1
1, Tamilas,B,Sanhok,B C D E,1,3,12,8,0,1,0,1
0, TSM Entity,A,Sanhok,B C D E,1,3,12,8,0,0,0,0
1, Umumba Rxn,C,Sanhok,B C D E,1,3,12,12,0,1,4,5
1, Xtreme,E,Sanhok,B C D E,1,3,12,8,0,1,0,1
1, Celtz,A,Vikendi,A B C E,1,3,13,9,0,14,11,25
1, Crwl,B,Vikendi,A B C E,1,3,13,9,0,1,0,1
0, Deadeyes,D,Vikendi,A B C E,1,3,13,12,0,0,0,0
1, EX,E,Vikendi,A B C E,1,3,13,9,0,1,2,3
0, Fnatic,D,Vikendi,A B C E,1,3,13,12,0,0,0,0
1, GodLike,E,Vikendi,A B C E,1,3,13,9,0,10,7,17
1, Hype,A,Vikendi,A B C E,1,3,13,9,0,1,3,4
0, IND,D,Vikendi,A B C E,1,3,13,12,0,0,0,0
1, Instinct,B,Vikendi,A B C E,1,3,13,9,0,1,0,1
1, JyanMaara,C,Vikendi,A B C E,1,3,13,13,0,6,2,8
1, Marcos,A,Vikendi,A B C E,1,3,13,9,0,5,2,7
1, MegaStars,C,Vikendi,A B C E,1,3,13,13,0,3,0,3
0, OR,D,Vikendi,A B C E,1,3,13,12,0,0,0,0
1, PowerH,E,Vikendi,A B C E,1,3,13,9,0,4,2,6
1, SGE,C,Vikendi,A B C E,1,3,13,13,0,2,9,11
1, SouL,B,Vikendi,A B C E,1,3,13,9,0,1,1,2
1, Tamilas,B,Vikendi,A B C E,1,3,13,9,0,1,1,2
1, TSM Entity,A,Vikendi,A B C E,1,3,13,9,1,20,13,33
1, Umumba Rxn,C,Vikendi,A B C E,1,3,13,13,0,7,4,11
1, Xtreme,E,Vikendi,A B C E,1,3,13,9,0,8,0,8
1, Celtz,A,Erangel,A B C E,1,3,14,10,0,1,0,1
1, Crwl,B,Erangel,A B C E,1,3,14,10,0,14,10,24
0, Deadeyes,D,Erangel,A B C E,1,3,14,12,0,0,0,0
1, EX,E,Erangel,A B C E,1,3,14,10,0,3,0,3
0, Fnatic,D,Erangel,A B C E,1,3,14,12,0,0,0,0
1, GodLike,E,Erangel,A B C E,1,3,14,10,0,6,6,12
1, Hype,A,Erangel,A B C E,1,3,14,10,0,1,0,1
0, IND,D,Erangel,A B C E,1,3,14,12,0,0,0,0
1, Instinct,B,Erangel,A B C E,1,3,14,10,0,5,5,10
1, JyanMaara,C,Erangel,A B C E,1,3,14,14,0,1,4,5
1, Marcos,A,Erangel,A B C E,1,3,14,10,1,20,10,30
1, MegaStars,C,Erangel,A B C E,1,3,14,14,0,1,0,1
0, OR,D,Erangel,A B C E,1,3,14,12,0,0,0,0
1, PowerH,E,Erangel,A B C E,1,3,14,10,0,4,0,4
1, SGE,C,Erangel,A B C E,1,3,14,14,0,7,1,8
1, SouL,B,Erangel,A B C E,1,3,14,10,0,10,8,18
1, Tamilas,B,Erangel,A B C E,1,3,14,10,0,8,6,14
1, TSM Entity,A,Erangel,A B C E,1,3,14,10,0,2,2,4
1, Umumba Rxn,C,Erangel,A B C E,1,3,14,14,0,1,3,4
1, Xtreme,E,Erangel,A B C E,1,3,14,10,0,1,0,1
1, Celtz,A,Sanhok,A B C E,1,3,15,11,0,1,0,1
1, Crwl,B,Sanhok,A B C E,1,3,15,11,0,2,1,3
0, Deadeyes,D,Sanhok,A B C E,1,3,15,12,0,0,0,0
1, EX,E,Sanhok,A B C E,1,3,15,11,1,20,3,23
0, Fnatic,D,Sanhok,A B C E,1,3,15,12,0,0,0,0
1, GodLike,E,Sanhok,A B C E,1,3,15,11,0,6,3,9
1, Hype,A,Sanhok,A B C E,1,3,15,11,0,5,2,7
0, IND,D,Sanhok,A B C E,1,3,15,12,0,0,0,0
1, Instinct,B,Sanhok,A B C E,1,3,15,11,0,7,8,15
1, JyanMaara,C,Sanhok,A B C E,1,3,15,15,0,1,1,2
1, Marcos,A,Sanhok,A B C E,1,3,15,11,0,4,5,9
1, MegaStars,C,Sanhok,A B C E,1,3,15,15,0,14,6,20
0, OR,D,Sanhok,A B C E,1,3,15,12,0,0,0,0
1, PowerH,E,Sanhok,A B C E,1,3,15,11,0,3,0,3
1, SGE,C,Sanhok,A B C E,1,3,15,15,0,8,10,18
1, SouL,B,Sanhok,A B C E,1,3,15,11,0,1,6,7
1, Tamilas,B,Sanhok,A B C E,1,3,15,11,0,1,3,4
1, TSM Entity,A,Sanhok,A B C E,1,3,15,11,0,10,5,15
1, Umumba Rxn,C,Sanhok,A B C E,1,3,15,15,0,1,1,2
1, Xtreme,E,Sanhok,A B C E,1,3,15,11,0,1,2,3
1, Celtz,A,Miramar,A B C E,1,4,16,12,0,2,3,5
1, Crwl,B,Miramar,A B C E,1,4,16,12,0,10,10,20
0, Deadeyes,D,Miramar,A B C E,1,4,16,12,0,0,0,0
1, EX,E,Miramar,A B C E,1,4,16,12,0,1,1,2
0, Fnatic,D,Miramar,A B C E,1,4,16,12,0,0,0,0
1, GodLike,E,Miramar,A B C E,1,4,16,12,1,20,10,30
1, Hype,A,Miramar,A B C E,1,4,16,12,0,1,0,1
0, IND,D,Miramar,A B C E,1,4,16,12,0,0,0,0
1, Instinct,B,Miramar,A B C E,1,4,16,12,0,1,0,1
1, JyanMaara,C,Miramar,A B C E,1,4,16,16,0,14,7,21
1, Marcos,A,Miramar,A B C E,1,4,16,12,0,3,4,7
1, MegaStars,C,Miramar,A B C E,1,4,16,16,0,6,1,7
0, OR,D,Miramar,A B C E,1,4,16,12,0,0,0,0
1, PowerH,E,Miramar,A B C E,1,4,16,12,0,7,5,12
1, SGE,C,Miramar,A B C E,1,4,16,16,0,8,4,12
1, SouL,B,Miramar,A B C E,1,4,16,12,0,4,4,8
1, Tamilas,B,Miramar,A B C E,1,4,16,12,0,1,0,1
1, TSM Entity,A,Miramar,A B C E,1,4,16,12,0,1,1,2
1, Umumba Rxn,C,Miramar,A B C E,1,4,16,16,0,1,4,5
1, Xtreme,E,Miramar,A B C E,1,4,16,12,0,5,2,7
1, Celtz,A,Erangel,A B D E,1,4,17,13,0,5,5,10
1, Crwl,B,Erangel,A B D E,1,4,17,13,0,7,8,15
1, Deadeyes,D,Erangel,A B D E,1,4,17,13,0,1,1,2
1, EX,E,Erangel,A B D E,1,4,17,13,0,1,0,1
1, Fnatic,D,Erangel,A B D E,1,4,17,13,0,1,0,1
1, GodLike,E,Erangel,A B D E,1,4,17,13,0,10,11,21
1, Hype,A,Erangel,A B D E,1,4,17,13,0,8,2,10
1, IND,D,Erangel,A B D E,1,4,17,13,0,14,11,25
1, Instinct,B,Erangel,A B D E,1,4,17,13,0,6,2,8
0, JyanMaara,C,Erangel,A B D E,1,4,17,16,0,0,0,0
1, Marcos,A,Erangel,A B D E,1,4,17,13,0,2,4,6
0, MegaStars,C,Erangel,A B D E,1,4,17,16,0,0,0,0
1, OR,D,Erangel,A B D E,1,4,17,13,1,20,8,28
1, PowerH,E,Erangel,A B D E,1,4,17,13,0,4,0,4
0, SGE,C,Erangel,A B D E,1,4,17,16,0,0,0,0
1, SouL,B,Erangel,A B D E,1,4,17,13,0,1,1,2
1, Tamilas,B,Erangel,A B D E,1,4,17,13,0,1,2,3
1, TSM Entity,A,Erangel,A B D E,1,4,17,13,0,1,0,1
0, Umumba Rxn,C,Erangel,A B D E,1,4,17,16,0,0,0,0
1, Xtreme,E,Erangel,A B D E,1,4,17,13,0,3,4,7
1, Celtz,A,Sanhok,A B D E,1,4,18,14,0,1,1,2
1, Crwl,B,Sanhok,A B D E,1,4,18,14,0,14,6,20
1, Deadeyes,D,Sanhok,A B D E,1,4,18,14,0,1,0,1
1, EX,E,Sanhok,A B D E,1,4,18,14,0,1,3,4
1, Fnatic,D,Sanhok,A B D E,1,4,18,14,0,1,0,1
1, GodLike,E,Sanhok,A B D E,1,4,18,14,0,8,6,14
1, Hype,A,Sanhok,A B D E,1,4,18,14,0,10,5,15
1, IND,D,Sanhok,A B D E,1,4,18,14,0,4,1,5
1, Instinct,B,Sanhok,A B D E,1,4,18,14,0,5,2,7
0, JyanMaara,C,Sanhok,A B D E,1,4,18,16,0,0,0,0
1, Marcos,A,Sanhok,A B D E,1,4,18,14,0,1,1,2
0, MegaStars,C,Sanhok,A B D E,1,4,18,16,0,0,0,0
1, OR,D,Sanhok,A B D E,1,4,18,14,0,3,1,4
1, PowerH,E,Sanhok,A B D E,1,4,18,14,0,2,2,4
0, SGE,C,Sanhok,A B D E,1,4,18,16,0,0,0,0
1, SouL,B,Sanhok,A B D E,1,4,18,14,1,20,14,34
1, Tamilas,B,Sanhok,A B D E,1,4,18,14,0,7,4,11
1, TSM Entity,A,Sanhok,A B D E,1,4,18,14,0,1,5,6
0, Umumba Rxn,C,Sanhok,A B D E,1,4,18,16,0,0,0,0
1, Xtreme,E,Sanhok,A B D E,1,4,18,14,0,6,3,9
1, Celtz,A,Miramar,A B D E,1,4,19,15,0,1,3,4
1, Crwl,B,Miramar,A B D E,1,4,19,15,0,1,0,1
1, Deadeyes,D,Miramar,A B D E,1,4,19,15,0,10,4,14
1, EX,E,Miramar,A B D E,1,4,19,15,0,4,1,5
1, Fnatic,D,Miramar,A B D E,1,4,19,15,0,3,5,8
1, GodLike,E,Miramar,A B D E,1,4,19,15,0,14,10,24
1, Hype,A,Miramar,A B D E,1,4,19,15,0,1,1,2
1, IND,D,Miramar,A B D E,1,4,19,15,0,6,0,6
1, Instinct,B,Miramar,A B D E,1,4,19,15,0,2,2,4
0, JyanMaara,C,Miramar,A B D E,1,4,19,16,0,0,0,0
1, Marcos,A,Miramar,A B D E,1,4,19,15,0,8,10,18
0, MegaStars,C,Miramar,A B D E,1,4,19,16,0,0,0,0
1, OR,D,Miramar,A B D E,1,4,19,15,1,20,9,29
1, PowerH,E,Miramar,A B D E,1,4,19,15,0,5,2,7
0, SGE,C,Miramar,A B D E,1,4,19,16,0,0,0,0
1, SouL,B,Miramar,A B D E,1,4,19,15,0,1,0,1
1, Tamilas,B,Miramar,A B D E,1,4,19,15,0,1,1,2
1, TSM Entity,A,Miramar,A B D E,1,4,19,15,0,1,6,7
0, Umumba Rxn,C,Miramar,A B D E,1,4,19,16,0,0,0,0
1, Xtreme,E,Miramar,A B D E,1,4,19,15,0,7,4,11
1, Celtz,A,Vikendi,A B D E,1,4,20,16,0,1,0,1
1, Crwl,B,Vikendi,A B D E,1,4,20,16,0,6,2,8
1, Deadeyes,D,Vikendi,A B D E,1,4,20,16,0,1,0,1
1, EX,E,Vikendi,A B D E,1,4,20,16,0,1,0,1
1, Fnatic,D,Vikendi,A B D E,1,4,20,16,0,7,1,8
1, GodLike,E,Vikendi,A B D E,1,4,20,16,0,10,12,22
1, Hype,A,Vikendi,A B D E,1,4,20,16,0,1,1,2
1, IND,D,Vikendi,A B D E,1,4,20,16,0,5,5,10
1, Instinct,B,Vikendi,A B D E,1,4,20,16,0,1,3,4
0, JyanMaara,C,Vikendi,A B D E,1,4,20,16,0,0,0,0
